novelID,title,view,good,description,tags,thumbnailURL
196100,악녀에게 집착받는 호위기사는 도망치고 싶다.,1287416,73865,"희대의 악녀, 엘리야 디 베벨.\n날 죽이려는 그녀에게서 도망치기로 했는데...\n반응이 이상하다?\n(해당 표지는 AI를 이용하여 제작하였으며 상업적 이용이 가능합니다.)",#판타지/#후회/#피폐/#집착/#오해/#상태창/#성장/#빙의,https://image.novelpia.com/imagebox/cover/e8b64bef845275555c5c328daf17aaa5_963527_ori.wimg
194093,먼치킨 스킬 도둑이 되었다,1126006,68237,도둑질이나 하는 스킬인 줄 알았다.\n하지만 죽기직전 스킬도 도둑질 되는걸 알았다.\n그래서 회귀부터 도둑질 했다.\n[ 모든 표지와 삽화는 제가 그리고 있습니다. ],#판타지/#하렘/#아카데미/#후회/#피폐/#먼치킨/#돚거/#회귀/#집착/#성장형먼치킨,https://image.novelpia.com/imagebox/cover/a6f06f5ed13511b3a99748a843f53b84_515699_ori.wimg
102155,괴담 호텔 탈출기,4318752,478371,정신차려보니 이상한 호텔에 떨어졌다. \n무슨 일이 일어난걸까? \n+ 주인공은 남성입니다.\n*소설 표지는 일러스트 homy님이 그려주셨습니다. 저작권은 저에게 있습니다.\n*작품 내 삽화는 저작권 문제가 없는 이미지들입니다.,#현대판타지/#판타지/#도시전설/#탑등반물,https://image.novelpia.com/imagebox/cover/8760cd80db6005573a46f4a4a3930899_141028_ori.wimg
29912,메인 히로인들이 나를 죽이려 한다,15759939,999107,"답없는 다크판타지 세계를 구원하기 위해 눈물을 머금고 세상을 씹창낸 후, 마왕을 죽이고 회귀했다.\n이젠 회귀 특전으로 얻은 시스템으로 세상을 구하려 하는데...\n메인 히로인들이 전회차 기억을 각성해 버렸다.\n이런 시발.",#판타지/#라이트노벨/#하렘/#아카데미/#착각/#피폐/#후회,https://image.novelpia.com/imagebox/cover/41bac78bc38f9ff9866868505f72a481_536126_ori.wimg
110488,망할 놈의 아카데미,3079315,213959,소꿉친구가 아카데미로 갔다.\n(본 표지는 상업적 이용 허가를 받은 일러스트입니다.),#판타지/#하렘/#얀데레/#아카데미/#집착/#피폐/#성장,https://image.novelpia.com/imagebox/cover/e402753fbb533740176dfb015b337075_209838_ori.wimg
97161,로판 속 공무원,13314082,1032711,"무료분만 찍먹하고 뱉었던 로판에 빙의했다.\n다행히 빙의한 몸 속에 흐르는 피가 푸르고도 푸르러 먹고 사는 것에 문제는 없었다.\n ""우리 가문의 영화는 황실로부터 대대로 받은 은덕 덕분이다.""\n그 대가인지 제도 광장에서 황제 초상화 좀 열심히 흔들 것 같은 아버지를 두었고, 강제로 공무원 루트를 밟게 되었다.\n남들 로맨스 찍을 때 나는 싱글벙글 공무원 라이프를 보낸다.\n[ 표지 일러스트는 작가가 외주를 통해 제작한 일러스트로, 저작권은 작가에게 있습니다. ]\n[ 해당 표지에 사용된 일러스트는 표지 사이즈에 맞추기 위해 조정한 상태로, 조정 전 풀버전은 PC에서 표지를 클릭하거나 공지의 '일러스트 모음'에서 확인할 수 있습니다. ]",#판타지/#라이트노벨/#중세/#하렘/#일상/#빙의/#아카데미파견공무원,https://image.novelpia.com/imagebox/cover/e67d683ece4c7802428fd1199889d278_62132_ori.wimg
101172,무협 미연시의 오랑캐 글쟁이,6793834,556218,"웹소설 작가, 무협 미연시 히로인에게 살해당하는 조선인 약혼자가 되었다.\n살아서 도망쳐야 한다.\n- 표지는 외주작으로 저작권은 저에게 있습니다. -",#무협/#하렘/#일상/#작가물/#코미디/#착각,https://image.novelpia.com/imagebox/cover/3584b70366b65bc4ddee2dcffc287f8e_266624_ori.wimg
168165,"서브 주인공, 은퇴합니다",2277030,139175,"퐁퐁남 엔딩으로 끝나는 아카데미 서브 주인공에게 빙의되었다.\n응, 자퇴할 거야!\n※해당 표지의 저작권은 작가에게 있습니닷!",#라이트노벨/#판타지/#하렘/#빙의/#먼치킨/#집착/#코미디/#성장,https://image.novelpia.com/imagebox/cover/6e6273442a99915492d92ce2a6f4e090_418851_ori.wimg
49942,전지적 1인칭 시점,12863380,1148446,"억울하게 감옥에 갇혔는데 거기에 회귀자가 있었다. 생각을 읽었더니, 1년 뒤에 내가 죽는댄다. 10년 뒤에는 세상도 멸망한댄다.",#판타지/#하렘/#착각,https://image.novelpia.com/imagebox/cover/58e3a0583c219957829bb46878d1d78f_390381_ori.wimg
130356,아카데미에서 나 혼자 마력고자가 되었다.,4469221,241147,그런데 꽤 할만할것 같다.,#현대판타지/#판타지/#라이트노벨/#현대/#하렘/#로맨스/#아카데미/#착각,https://image.novelpia.com/imagebox/cover/6c5ebad52fac4279e675e041192a9698_70622_ori.wimg
123895,마도 아카데미의 물리학자,3928106,385953,"화염마도의 위력이 한계에 다다랐다고 평가받는 시대에, 한 소녀가 핵융합을 연구하고 있었다.",#판타지/#SF/#TS/#아카데미/#이세계/#아케인펑크,https://image.novelpia.com/imagebox/cover/f4f46eb99e4823ee39cbe4d101a7c643_372432_ori.wimg
182571,[TS]프로게이머 안해요,942936,50548,"3년 연속 4강에서 탈락이라는 고배를 마시고, 나는 은퇴를 결심했다\n그동안 모아놓은 돈으로 유유자적하게 살아가려 했는데...\n이게 뭐야?\n주의) 주인공 프로게이머 데뷔 합니다\n※ 표지는 Novel AI를 통해 제작하였으며, 상업적 이용이 가능합니다\n문제 발생시, 모든 책임은 작가 본인에게 있습니다",#현대/#일상/#TS/#인터넷방송/#게임/#프로게이머/#FPS/#발로란트,https://image.novelpia.com/imagebox/cover/6a807c4cfc2c9b614bece87e1816340c_349242_ori.wimg
173753,아룡전생,1090623,61964,"죽었지만, 기억을 간직한 채 다시 태어났다.\n문제는 그 기억을 쓸만한 전생이 아니라는 점이었다. 젠장.",#판타지/#전생/#일상/#인외/#기타/#먼치킨,https://image.novelpia.com/imagebox/cover/2e742bd1e5ef02a5532d08db49b31691_470866_ori.wimg
78991,"귀환했지만, 총을 놓을 수는 없습니다",4284531,395959,돌아왔다는 사실 하나만으로 모든 게 끝날 수는 없는 법이었다. // 표지는 노벨피아에서 그려주셨습니다! 감사합니다!,#현대/#일상/#인터넷방송/#가상현실/#FPS/#전투/#TS/#몬무스/#써줘용,https://image.novelpia.com/imagebox/cover/b3797c40b2208823b58d1916db1d1cb4_479546_ori.wimg
156641,아카데미 맹인 검객이 되었다,5902080,344943,"이치를 꿰뚫는 안대 [레전더리] \n-경험치 획득량 500% 증가\n-약점포착 스킬 레벨 MAX\n-치명타 데미지 300% 증가\n-착용자의 시야를 가리지 않음\n...사실 앞이 잘만 보인다.\n*표지와 타이포는 노벨피아에서 제공을 받았고, 저작권은 노벨피아에게 있습니다.\n*작품 내 모든 삽화는 AI를 통해 만들어졌으며, 상업적 이용이 가능합니다.\n문제 발생 시 모든 책임은 작가인 저에게 있습니다.",#판타지/#라이트노벨/#하렘/#빙의/#성장/#착각/#집착/#아카데미,https://image.novelpia.com/imagebox/cover/58faf1cdfb9b2182687c0e7552ff18bc_371956_ori.wimg
181573,환생했는데 남녀역전 세계라 모두의 이상형이 되었습니다,410332,22221,"환생했는데 또 한국에서 태어났다.\n그런데 이곳은 평행세계, 그것도 남녀역전세계였다.",#라이트노벨/#현대/#일상/#환생/#코미디/#남녀역전/#정조역전/#느린전개,https://image.novelpia.com/imagebox/cover/eb4ad7431995fc2910a5863f4081bfaf_105146_ori.wimg
146934,그리스 천마(天魔) 신화,2282462,131161,"21세기 대한민국 출신, 중국 무림세계에 떨어져 천마까지 되보고 마교의 이름으로 무림일통까지 해봤다.\n그런데 어느 날 그가 정신을 차려보니 신과 괴물, 영웅이 존재하는 신화시대 그리스.\n그것도 얼굴만 곱상한 왠 고아로 환생했다.\n""....환장하겠네""\n전직천마 디아네스의 그리스 신화 여행기.\n*ai로 제작한 일러스트입니다. \n*상업적 이용이 가능한 이미지입니다.",#판타지/#전생/#하렘/#무협/#그리스로마신화/#먼치킨/#천마/#아카데미,https://image.novelpia.com/imagebox/cover/323a2181aa4d1093ec36add9be7a5613_430575_ori.wimg
171807,방구석 키보드 부두술사,2845839,232963,사람은 누구나 그럴싸한 계획이 있다.\n[종목명: ㈜ 대한민국 헌터 협회]\n[수익률: -64.10%]\n좆되기 전까지는 말이다.,#현대판타지/#현대/#인터넷방송/#헌터/#스트리머,https://image.novelpia.com/imagebox/cover/1c058ea23b7907fc46e8e8ca4dfb4cbf_349788_ori.wimg
81003,아카데미 최약체는 마족 한정 먼치킨이 되었다,9578405,597864,즐겨하던 게임 지옥 난이도에 최약체로 빙의했다. 살고 싶은데 주인공 새끼 컨트롤 상태가 심각하다.\n어쩔 수 없다.\n내가 직접 배드 엔딩을 막는 수밖에.,#판타지/#라이트노벨/#하렘/#아카데미/#빙의/#먼치킨/#성장,https://image.novelpia.com/imagebox/cover/7deb4fc4815c1783761bb95ebcd5a26c_201863_ori.wimg
173220,10년 만에 아카데미물인걸 눈치챘다.,1381110,91134,"무인도 표류자에 빙의한지 10년,\n서바이벌 아카데미의 히로인을 주웠다.",#판타지/#하렘/#아카데미/#빙의/#무인도/#탈출/#크래프팅,https://image.novelpia.com/imagebox/cover/ee3dc00667201c354b9ef9559a254a9f_443674_ori.wimg
51457,■■을 위한 세계는 없다,6292463,658060,"이 세상은 현실이 아니고, 나는 주인공이 아니다.",#현대판타지/#판타지/#현대/#하렘/#대체역사/#ㅁㅁ세계,https://image.novelpia.com/imagebox/cover/fe090a9a28cdb5d3c58325f1182fcaf5_272180_ori.wimg
119970,주인공 없는 아카데미에 빙의했다,2917633,158415,전쟁영웅. 세계관 최강자.\n내가 쓴 소설 주인공의 수식어다.\n이제 그놈을 잡아 족쳐야 한다.\n*표지는 BYa 님께서 그려주셨으며 저작권은 저에게 있습니다.,#판타지/#중세/#하렘/#빙의/#착각/#아카데미/#집착/#피폐/#성장형먼치킨,https://image.novelpia.com/imagebox/cover/b4acfcfea1d0df5cb0dafd42e82cc94b_273144_ori.wimg
147796,마왕에게 잡혀 계시다면 당근을 흔들어주세요,1357267,126044,먼치킨 파티원들이 패배하고 나는 마왕에게 감금됐다.\n그런데 마왕이... 무지 외로웠던 모양이다.\n*표지는 노벨피아에서 제공했습니다!,#판타지/#라이트노벨/#일상/#여행/#집착/#착각/#순애/#러브코미디/#데스게임,https://image.novelpia.com/imagebox/cover/91003601cc465c406ec688b74e8a62c2_207488_ori.wimg
166452,완벽녀가 되기로 했습니다,1380427,97778,“그때 그럴 걸”\n다시 태어나면 후회 없이 완벽하게 살고 싶다\n- 본 표지는 WEBui를 통해 만들어진 상업적 사용이 가능한 표지입니다,#현대/#일상/#TS/#아이돌/#환생/#힐링/#연예계/#노맨스/#코미디,https://image.novelpia.com/imagebox/cover/8d9e8aeabc8e155c520165986f173cfc_47364_ori.wimg
178019,회귀가 너무 과하다,2026576,154478,"회귀 능력. 자세한 설명이 필요 없을 정도로 사기적인 능력이다.\n사기적인 능력이긴 한데…\n한 대만 스쳐도 회귀하는 건, 너무 과하지 않아…?\n※표지는 web ui로 제작하였으며 상업적 이용이 가능합니다. 문제 발생 시 책임은 작가에게 있습니다.",#판타지/#탑등반/#회귀/#착각/#루프/#데스게임,https://image.novelpia.com/imagebox/cover/7c8ba811036c285575470817b090d5f1_444647_ori.wimg
166431,아카데미 실눈캐가 되었습니다,6142661,403790,"애니메이션에 나온 실눈캐를 보고 뽕이 차서 실눈캐를 만들었더니 그대로 빙의되어 버렸다.\n""하하, 이거 난처하게 됐군요.""\n*표지 일러스트는 Web ui로 제작되었으며 상업적 이용이 가능합니다!\n문제 발생 시 모든 책임은 글쟁이에게 있습니다!",#판타지/#라이트노벨/#하렘/#먼치킨/#느린전개/#아카데미/#만담,https://image.novelpia.com/imagebox/cover/6095daff8d272486f302db35e829d9fe_347946_ori.wimg
199992,먼치킨 마법천재는 웃고있다,282182,7989,"내 성과들을 모조리 가로채간 수많은 사람들\n나는 억울하게 마탑에서 해고당했다.\n""능력도 없는 쓰레기 주제에""\n내 능력이 얼마나 대단한지 모르는 멍청한 녀석들의 말에, 마탑에 적용되어 있는 내 능력을 제거했다.\n[마탑의 부유 시설에 문제가 생겼습니다.]\n[마탑의 하수 처리 시설에 결함이 발생했습니다.]\n[마탑의 자료저장 기관에 영구적 손상이 발생했습니다.]\n[마탑이 점점 무너집니다.]\n.\n.\n.\n내가 유지보수를 그만두기 시작하며, 마탑에 다양한 문제들이 생기기 시작했다.\n하지만 사람들의 조롱은 여전했다.\n""당신 따위가 아니라도 문제 없거든요? 이정도 문제는 얼마든 해결하 수 있다고요.""\n당당한 그녀의 태도에 난 그저 웃을 뿐이었다.\n병신. 그거 나밖에 못고치는 건데.\n*표지는 webui를 사용해 제작했습니다. 상업적이용이 가능하고 관련 책임은 전부 작가에게 존재합니다.",#판타지/#하렘/#후회/#피폐/#집착/#빙의/#아카데미/#먼치킨/#착각/#성장,https://image.novelpia.com/imagebox/cover/f7e36284db7b8c9bd165ad5dc8394e51_527426_ori.wimg
163806,북부대공가의 막내아들이 되었다,1646863,120951,"즐겨 하던 게임 속에 빙의됐다. 악역으로 나오던 북부대공가. 그곳의 막내아들로.\n""공자님, 또 그런 차림으로! 상스럽습니다!""\n""남자애가 여자랑 한 방에서 이렇게 있으면 위험하다구?""\n""동생도 이제 10살이니, 요새 유행한다는 이 '코르셋'이라는 걸….""\n…상남자인 내가 이 정신 나간 세상에서 맘 편히 살기 위해선, 모험가가 되어 자립하는 수밖에 없다.\n+ 현 표지는 WebUI로 생성한 AI 일러스트로, 상업 이용이 가능합니다. 문제 발생시 책임은 작가에게 있습니다.",#판타지/#하렘/#일상/#남녀역전/#나데나데/#오네쇼타/#아카데미/#빙의/#로판향첨가,https://image.novelpia.com/imagebox/cover/d753dd0322224961c4944def2666224d_421480_ori.wimg
26536,주술사는 초월을 원한다,6658918,699053,"주술사는 다시 한번 삶을 얻었음을 깨달았다.\n이번에도 그는 초월을, 오직 주술로써 초월하기 위한 삶을 살리라.",#현대판타지/#판타지/#현대/#아포칼립스/#회귀,https://image.novelpia.com/imagebox/cover/a49e0e104b6de588d45ff8a3ab97ab69_425458_ori.wimg
49692,악역 돼지 백작의 엔딩은 파멸뿐,5542023,291849,"“이딴 건 내가 바란 엔딩이 아니야!”\n내가 좋아하는 소설이 온라인 게임으로 만들어졌다.\n좋아하던 캐릭터들이 NPC로 되살아나다니 꿈만 같았다.\n하지만 그것도 잠시, 불과 1년만에 플레이어들 손에 NPC들은 살해당했고 세계는 멸망해버렸다.\n열폭하던 와중, 나는 게임 속에 빙의되었다. \n근데 하필이면 내가 싫어하는 악역 돼지 백작으로.\n본 작품은 매일 저녁 8시~10시에 연재됩니다.\n노벨피아에서 만들어주신 표지입니다.",#판타지/#라이트노벨/#하렘/#착각,https://image.novelpia.com/imagebox/cover/67c1f690c99c05654c9e5d9a23ceb99c_511608_ori.wimg
113374,인류보호회사,2308692,252837,이상異常으로부터 인류를 지켜라.,#현대/#어반/#현대판타지,https://image.novelpia.com/imagebox/cover/56c1b9492e9e8fc8b1ac87cd1e347707_159152_ori.wimg
191875,학당의 영양사는 참지 않는다,253823,16071,"얘들아, 몸에 좋은 거니까 꼭꼭 씹어서 다 먹어라. 처맞기 싫으면.\n*매일 00시 무렵에 업로드 됩니다.",#무협/#일상/#아카데미/#요리/#먹방/#육성,https://image.novelpia.com/imagebox/cover/7eca7c5d3581f5628c8c348d286b9761_546909_ori.wimg
163996,시간 정지 교배 아저씨는 은퇴하고 싶다,2417546,164323,"야겜에 나오는 시간 정지 교배 아저씨가 되어버렸다.\n근데 상황이 개판 5분 전이라, 먼저 세상을 구했더니.\n어느새, 주변에서 나를 영웅이라고 칭송하고 있었다.\n……영웅이고 나발이고, 그냥 은퇴하고 싶다. 씨발.",#판타지/#라이트노벨/#하렘/#집착/#얀데레/#착각/#시간정지/#빙의/#역키잡,https://image.novelpia.com/imagebox/cover/47b6b724cbb343038d7dc093e0426851_561213_ori.wimg
174152,거절당한 순애를 줍다,590537,30626,"내가 응원하던 히로인이 선택받지 못했다.\n그렇다면 내가 행복하게 해주면 되지 않을까?\n작품 표지는 NovelAI  사이트를 통해 만들어졌으며, 상업적 이용이 가능합니다. 해당 표지로 문제가 발생할 시 책임은 작가에게 있습니다.",#로맨스/#라이트노벨/#현대/#일상/#순애,https://image.novelpia.com/imagebox/cover/d264662d20ab855392c192cd7ec4c948_340190_ori.wimg
161903,이 환생자는 재능이 필요해요,312124,24983,이런 환생자는 진득하게 수련할 시간이 없어요...\n그는 순간의 포인트 결제로 빠른 성장을 원합니다\n--> [환생하기] \n*표지 및 삽화는 NovelAi로 제작했으며 상업적 이용이 가능합니다.,#판타지/#전생/#중세/#SF,https://image.novelpia.com/imagebox/cover/01562a7b47e1429d20358e294105e6d4_329228_ori.wimg
52791,미래에서 온 연애편지,13932044,1273640,"시골 자작가의 차남, 이안 페르쿠스.\n어느 날 그에게 미래에서 온 연애편지가 도착했다.\n'미래를 지키지 못하면, 세계는 멸망한다.'\n누군가가 휘갈겨 쓴, 섬뜩한 경고와 함께.\n※본작의 표지는 상업적 이용을 허가 받은 일러스트입니다.",#판타지/#하렘/#아카데미,https://image.novelpia.com/imagebox/cover/eaae753f32595e829c43fa73d00bedcc_536417_ori.wimg
29958,살육에 미친 스트리머,10359332,696042,수년이란 시간을 게임 속 세상에 갇혀 있다 현대 세계로 귀환 당했다. 그런데 내 모습은 게임 속 캐릭터의 모습 그대로였다.\n*외주 : 작가에게 상업적 사용 권한이 있는 일러스트입니다.\n*정규 연재 시간은 저녁 11시~1시 사이.,#현대/#판타지/#라이트노벨/#일상/#TS/#인터넷방송/#착각/#집착/#먼치킨/#백합,https://image.novelpia.com/imagebox/cover/8f7d578706730e72e955fe0586824bb8_492262_ori.wimg
174573,내 화분에 엘프들이 이주해왔다,1827815,133375,"내 화분이 이상하다. 손톱보다 작은 이세계의 주민들이 그곳에 찾아 온 이후부터다.\n**제가 제작한 본 작품의 표지(또는 삽화)의 출처는 webui이며, 책임은 제게 있으니 모두가 상업적 이용이 가능합니다.",#판타지/#퓨전/#엘프/#육성/#착각/#헌터/#이종족,https://image.novelpia.com/imagebox/cover/1c234cb9ba312808fbbfbbf5392836b6_369281_ori.wimg
192679,시간정지 실눈캐가 되었다.,722051,43605,"검을 뽑으면 능력이 발동되는 건 아주 당연한 상식이다.\n""어라, 모두 멈춰버렸네요?""\n나는 시간정지 능력자다.",#판타지/#라이트노벨/#현대/#하렘/#아카데미/#빙의/#집착/#착각/#천재/#먼치킨,https://image.novelpia.com/imagebox/cover/3c0a654aee24f150ff529c0ca71122de_224659_ori.wimg
182666,미모의 공대장 대기중!,538114,34781,"게임에 미쳐서 밥도 안 먹다가 굶어 뒤졌다.\n눈 떠 보니 여자다.\n근데 생각보다 개꿀이다.\n해당 표지에는 Web UI가 사용되었으며, 상업적 이용이 가능합니다. 문제 시 책임은 전부 작가에게 있습니다.",#현대/#일상/#먼치킨/#게임/#TS/#인터넷방송,https://image.novelpia.com/imagebox/cover/515cbe62e4518ec404d9375b616abcf1_378151_ori.wimg
162114,당신의 공대장님,2572002,305669,"만약, 공대를 이끌던 공대장님의 정체가 15살 여중생쟝이라면... 어떻게 하실 건가요?\n표지는 노벨피아 측에서 제공해주신 표지입니다!\n감사합니다!",#기타/#현대/#TS/#게임판타지/#게임/#백합/#당공장,https://image.novelpia.com/imagebox/cover/cd26eed1c866624fd6cdf46edf734199_501224_ori.wimg
149349,내가 만든 캐릭터가 나에게 집착한다,309256,17195,나는 게임을 접었다.\n하지만 게임 캐릭터는 나를 기억하고 있다.\n#표지는 webui로 제작했습니다.,#판타지/#전생/#중세/#하렘/#집착/#피폐/#다크판타지/#얀데레/#게임/#캣파이트,https://image.novelpia.com/imagebox/cover/a2f4d0c5d41a67b4c9d0d1b80cb958f4_279590_ori.wimg
193825,남녀역전 욕쟁이 인방,370179,23955,내 방송 시청자들이 어딘가 이상하다.,#현대/#일상/#남녀역전/#인터넷방송/#현대판타지,https://image.novelpia.com/imagebox/cover/4178d0f8d5ac1b5fcc1a3d06180134f8_414136_ori.wimg
154110,아카데미의 사령술사가 되었다.,6230336,447125,"비명을 질러라.\n깨어서, 네게 남은 원한을 내게 쏟아라.\n그러면 너를 구원해주마.\n*표지는 sibe 작가님의 외주작으로 저작권은 제게 있습니다!",#판타지/#라이트노벨/#하렘/#아카데미/#빙의/#교수/#집착/#먼치킨,https://image.novelpia.com/imagebox/cover/86feeb59ade6607ce17b88e41204c729_422954_ori.wimg
